Game ID,Date,Time,League Name,Season,Country,Home Team,Away Team,Home Logo,Away Logo,Home Q1 Score,Home Q2 Score,Home Q3 Score,Home Q4 Score,Home Total Score,Away Q1 Score,Away Q2 Score,Away Q3 Score,Away Q4 Score,Away Total Score,Game Status,Timezone
409794,2024-09-27T18:45:00+00:00,18:45,LEB - Oro,2024-2025,Spain,Castello,Oviedo,https://media.api-sports.io/basketball/teams/1122.png,https://media.api-sports.io/basketball/teams/1131.png,26,26,21,17,90,18,20,21,9,68,Game Finished,UTC
409795,2024-09-27T18:45:00+00:00,18:45,LEB - Oro,2024-2025,Spain,Tizona Burgos,Palencia,https://media.api-sports.io/basketball/teams/1156.png,https://media.api-sports.io/basketball/teams/1132.png,18,23,27,17,85,21,21,27,22,91,Game Finished,UTC
409796,2024-09-28T15:00:00+00:00,15:00,LEB - Oro,2024-2025,Spain,Moron,Fuenlabrada,https://media.api-sports.io/basketball/teams/1149.png,https://media.api-sports.io/basketball/teams/2332.png,16,16,10,19,61,26,12,21,20,79,Game Finished,UTC
409798,2024-09-28T17:00:00+00:00,17:00,LEB - Oro,2024-2025,Spain,Ourense,Cartagena,https://media.api-sports.io/basketball/teams/1130.png,https://media.api-sports.io/basketball/teams/3087.png,21,25,24,31,101,12,14,19,28,73,Game Finished,UTC
409799,2024-09-28T17:30:00+00:00,17:30,LEB - Oro,2024-2025,Spain,Hestia Menorca,Zamora,https://media.api-sports.io/basketball/teams/6040.png,https://media.api-sports.io/basketball/teams/1159.png,19,18,20,19,76,13,22,15,19,69,Game Finished,UTC
409797,2024-09-28T18:00:00+00:00,18:00,LEB - Oro,2024-2025,Spain,Alicante,Real Valladolid,https://media.api-sports.io/basketball/teams/1118.png,https://media.api-sports.io/basketball/teams/2284.png,16,20,18,10,64,16,18,25,14,73,Game Finished,UTC
409800,2024-09-28T18:00:00+00:00,18:00,LEB - Oro,2024-2025,Spain,San Pablo Burgos,Estela,https://media.api-sports.io/basketball/teams/1699.png,https://media.api-sports.io/basketball/teams/1142.png,23,21,19,23,86,11,20,19,17,67,Game Finished,UTC
409801,2024-09-28T18:45:00+00:00,18:45,LEB - Oro,2024-2025,Spain,Gipuzkoa,Real Betis,https://media.api-sports.io/basketball/teams/1124.png,https://media.api-sports.io/basketball/teams/1697.png,15,14,19,14,62,11,19,25,22,77,Game Finished,UTC
409802,2024-09-29T16:30:00+00:00,16:30,LEB - Oro,2024-2025,Spain,Estudiantes,Obradoiro CAB,https://media.api-sports.io/basketball/teams/284.png,https://media.api-sports.io/basketball/teams/2337.png,18,13,28,23,82,18,21,16,14,69,Game Finished,UTC
409803,2024-10-04T18:00:00+00:00,18:00,LEB - Oro,2024-2025,Spain,Real Betis,Tizona Burgos,https://media.api-sports.io/basketball/teams/1697.png,https://media.api-sports.io/basketball/teams/1156.png,22,22,28,23,95,20,14,21,21,76,Game Finished,UTC
