Game ID,Date,Time,League Name,Season,Country,Home Team,Away Team,Home Logo,Away Logo,Home Q1 Score,Home Q2 Score,Home Q3 Score,Home Q4 Score,Home Total Score,Away Q1 Score,Away Q2 Score,Away Q3 Score,Away Q4 Score,Away Total Score,Game Status,Timezone
370749,2023-09-21T21:00:00+00:00,21:00,Liga Femenina Women,2024,Argentina,Instituto W,Juventud Ameghino W,https://media.api-sports.io/basketball/teams/5935.png,https://media.api-sports.io/basketball/teams/5936.png,11,11,9,9,40,16,14,11,10,51,Game Finished,UTC
370750,2023-09-21T21:00:00+00:00,21:00,Liga Femenina Women,2024,Argentina,Montmartre W,Riachuelo W,https://media.api-sports.io/basketball/teams/5937.png,https://media.api-sports.io/basketball/teams/3440.png,18,19,13,10,60,12,19,10,14,55,Game Finished,UTC
370747,2023-09-22T00:00:00+00:00,00:00,Liga Femenina Women,2024,Argentina,Berazategui W,Union Florida W,https://media.api-sports.io/basketball/teams/3433.png,https://media.api-sports.io/basketball/teams/3442.png,14,17,14,10,55,16,6,14,25,61,Game Finished,UTC
370748,2023-09-22T00:00:00+00:00,00:00,Liga Femenina Women,2024,Argentina,Rocamora W,Ferro W,https://media.api-sports.io/basketball/teams/3441.png,https://media.api-sports.io/basketball/teams/3436.png,10,9,22,16,57,15,23,20,14,72,Game Finished,UTC
370751,2023-09-23T00:30:00+00:00,00:30,Liga Femenina Women,2024,Argentina,Quimsa W,Ciclista Olimpico W,https://media.api-sports.io/basketball/teams/3439.png,https://media.api-sports.io/basketball/teams/6333.png,21,11,20,12,64,16,31,10,10,67,Game Finished,UTC
370754,2023-10-01T00:00:00+00:00,00:00,Liga Femenina Women,2024,Argentina,Ferro W,Union Florida W,https://media.api-sports.io/basketball/teams/3436.png,https://media.api-sports.io/basketball/teams/3442.png,10,15,14,19,58,17,10,10,12,49,Game Finished,UTC
370776,2023-10-01T00:30:00+00:00,00:30,Liga Femenina Women,2024,Argentina,Ciclista Olimpico W,Riachuelo W,https://media.api-sports.io/basketball/teams/6333.png,https://media.api-sports.io/basketball/teams/3440.png,25,13,15,22,75,18,13,12,11,54,Game Finished,UTC
370778,2023-10-01T00:30:00+00:00,00:30,Liga Femenina Women,2024,Argentina,Quimsa W,Montmartre W,https://media.api-sports.io/basketball/teams/3439.png,https://media.api-sports.io/basketball/teams/5937.png,17,17,23,9,66,11,12,5,11,39,Game Finished,UTC
370759,2023-10-01T23:30:00+00:00,23:30,Liga Femenina Women,2024,Argentina,Union Florida W,Obras Sanitarias W,https://media.api-sports.io/basketball/teams/3442.png,https://media.api-sports.io/basketball/teams/3438.png,15,14,8,12,49,20,16,14,16,66,Game Finished,UTC
370779,2023-10-02T00:30:00+00:00,00:30,Liga Femenina Women,2024,Argentina,Ciclista Olimpico W,Montmartre W,https://media.api-sports.io/basketball/teams/6333.png,https://media.api-sports.io/basketball/teams/5937.png,14,11,22,15,68,16,22,7,17,63,After Over Time,UTC
370780,2023-10-02T00:30:00+00:00,00:30,Liga Femenina Women,2024,Argentina,Quimsa W,Riachuelo W,https://media.api-sports.io/basketball/teams/3439.png,https://media.api-sports.io/basketball/teams/3440.png,14,14,18,16,62,13,17,8,13,51,Game Finished,UTC
370760,2023-10-07T23:00:00+00:00,23:00,Liga Femenina Women,2024,Argentina,Rocamora W,Berazategui W,https://media.api-sports.io/basketball/teams/3441.png,https://media.api-sports.io/basketball/teams/3433.png,17,9,16,10,52,20,15,11,22,68,Game Finished,UTC
370762,2023-10-07T23:00:00+00:00,23:00,Liga Femenina Women,2024,Argentina,Instituto W,Montmartre W,https://media.api-sports.io/basketball/teams/5935.png,https://media.api-sports.io/basketball/teams/5937.png,16,16,23,11,66,12,16,17,13,58,Game Finished,UTC
370761,2023-10-08T00:00:00+00:00,00:00,Liga Femenina Women,2024,Argentina,Juventud Ameghino W,Riachuelo W,https://media.api-sports.io/basketball/teams/5936.png,https://media.api-sports.io/basketball/teams/3440.png,28,16,13,13,70,19,6,11,24,60,Game Finished,UTC
370764,2023-10-08T23:00:00+00:00,23:00,Liga Femenina Women,2024,Argentina,Instituto W,Riachuelo W,https://media.api-sports.io/basketball/teams/5935.png,https://media.api-sports.io/basketball/teams/3440.png,11,8,11,13,43,19,17,24,14,74,Game Finished,UTC
370765,2023-10-09T00:00:00+00:00,00:00,Liga Femenina Women,2024,Argentina,Juventud Ameghino W,Montmartre W,https://media.api-sports.io/basketball/teams/5936.png,https://media.api-sports.io/basketball/teams/5937.png,19,7,18,15,59,11,10,4,3,28,Game Finished,UTC
